Winner,HeightDif,ReachDif,AgeDif,WinStreakDif,LossDif,SigStrDif,AvgTDDif,BlueAvgSigStrLanded,RedAvgSigStrLanded,BlueAvgSigStrPct,RedAvgSigStrPct,BlueAvgTDLanded,RedAvgTDLanded,BlueAvgTDPct,RedAvgTDPct,BlueAvgSubAtt,RedAvgSubAtt,TotalRoundDif,TotalTitleBoutDif,BlueWins,RedWins,BlueLosses,RedLosses,RedStance,BlueStance,RedOdds,BlueOdds,RedWeightLbs,BlueWeightLbs,RMatchWCRank,BMatchWCRank
Red,-2.54,-5.08,-4,0,-4,13.6,-0.8667,30.8,17.2,0.565,0.408,0.5333,1.4,0.333,0.17,0.1333,0.4,23,0,8,2,7,3,Orthodox,Orthodox,-155.0,145.0,265,230,,
Blue,-2.54,2.54,0,0,-1,27.9524,1.2857,47.2857,19.3333,0.451,0.297,1.2857,0.0,0.3,0.0,0.7143,0.0,11,0,5,2,2,1,Southpaw,Southpaw,-200.0,185.0,155,155,10.0,7.0
Blue,5.08,-2.54,-1,0,-5,-9.9053,-0.5684,21.8947,31.8,0.354,0.408,3.6316,4.2,0.569,0.76,0.8421,0.8,36,0,12,3,7,2,Orthodox,Southpaw,-105.0,-105.0,155,155,,
Blue,10.16,7.62,3,0,0,22.0,2.5,57.5,35.5,0.435,0.345,3.5,1.0,0.25,0.5,2.0,0.5,1,0,1,1,1,1,Orthodox,Southpaw,210.0,-230.0,125,135,7.0,
Blue,5.08,12.7,-2,0,1,-20.0,-1.6667,62.0,82.0,0.46,0.457,0.0,1.6667,0.0,0.527,0.0,1.0,-7,0,1,2,0,1,Orthodox,Orthodox,-255.0,235.0,170,170,,
Red,7.62,17.78,3,0,0,-11.5,3.5,16.0,27.5,0.37,0.635,5.0,1.5,0.55,0.665,0.0,0.5,-3,0,0,1,1,1,Orthodox,Orthodox,210.0,-230.0,125,135,,
Red,-2.54,-10.16,15,0,1,-21.0,-1.0,,21.0,,0.56,,1.0,,1.0,,0.0,-3,0,0,0,0,1,Orthodox,Orthodox,120.0,-130.0,265,205,,
Blue,0.0,-12.7,5,0,0,-21.0,-1.0,8.0,29.0,0.5,0.37,0.0,1.0,0.0,0.14,0.0,0.0,-1,1,0,0,1,1,Orthodox,Orthodox,185.0,-200.0,155,155,,
Blue,5.08,10.16,0,0,3,-35.1667,-0.3333,11.0,46.1667,0.78,0.402,0.0,0.3333,0.0,0.167,1.0,0.0,-10,0,0,2,1,4,Orthodox,Orthodox,120.0,-130.0,185,185,,
Red,-5.08,-7.62,-2,0,-2,-20.9375,0.3125,28.6875,49.625,0.409,0.376,0.8125,0.5,0.3,0.156,1.3125,0.75,8,-2,11,5,5,3,Orthodox,Orthodox,-280.0,255.0,170,170,2.0,6.0
Blue,-12.7,-7.62,2,3,-2,-16.7222,1.1111,31.1667,47.8889,0.375,0.47,2.0,0.8889,0.292,0.183,0.75,0.2222,13,0,8,7,4,2,Orthodox,Southpaw,105.0,-115.0,155,170,6.0,10.0
Red,-2.54,2.54,-10,0,0,-7.0,-2.0,24.0,31.0,0.57,0.41,1.0,3.0,1.0,0.5,0.0,0.0,-2,-1,1,1,0,0,Southpaw,Orthodox,-310.0,280.0,185,170,,
Red,2.54,-5.08,6,1,2,-11.3333,-1.3333,68.0,79.3333,0.435,0.37,0.5,1.8333,0.5,0.315,0.0,0.5,-11,0,2,4,0,2,Orthodox,Orthodox,170.0,-185.0,170,185,,
Red,2.54,0.0,6,1,2,-25.1667,-1.8333,22.3333,47.5,0.727,0.432,0.0,1.8333,0.0,0.583,0.3333,0.0,-14,0,3,4,0,2,Orthodox,Orthodox,160.0,-170.0,135,135,,
Red,5.08,2.54,-5,-2,1,-13.5,-1.8333,35.0,48.5,0.64,0.462,0.0,1.8333,0.0,0.303,3.0,0.0,-13,0,1,5,0,1,Orthodox,Southpaw,-525.0,450.0,185,185,,
Red,-5.08,2.54,-2,0,-2,6.0,1.6667,26.0,20.0,0.543,0.83,1.6667,0.0,0.33,0.0,0.0,0.0,4,0,1,1,2,0,Switch,Southpaw,-315.0,285.0,185,185,,
Blue,10.16,10.16,2,-1,2,-29.25,-2.25,,29.25,,0.575,,2.25,,0.125,,1.0,-10,0,0,2,0,2,Orthodox,Switch,248.0,-270.0,155,170,,
Red,2.54,-2.54,-1,0,0,12.125,0.625,37.25,25.125,0.465,0.251,2.0,1.375,0.37,0.365,0.75,1.25,-4,0,2,6,2,2,Orthodox,Orthodox,145.0,-165.0,145,145,,
Blue,-12.7,-5.08,-2,0,0,-19.25,-0.25,6.0,25.25,0.19,0.493,0.0,0.25,0.0,0.25,1.5,0.5,-4,0,0,2,2,2,Orthodox,Southpaw,-130.0,120.0,170,155,,
Red,-2.54,0.0,-3,0,-1,12.5,0.5,12.5,,0.465,,0.5,,0.25,,0.0,,4,0,1,0,1,0,Southpaw,Orthodox,-125.0,115.0,185,170,,
Blue,0.0,-5.08,-5,0,-1,-10.5,1.3167,33.5,44.0,0.488,0.52,2.9167,1.6,0.457,0.231,0.1667,0.4,1,0,6,5,6,5,Orthodox,Southpaw,-160.0,150.0,205,205,8.0,
Blue,5.08,-2.54,2,1,-1,-17.2857,0.5,17.7143,35.0,0.499,0.75,1.0,0.5,0.451,0.5,0.2857,0.0,7,0,5,1,2,1,Orthodox,Orthodox,-150.0,140.0,265,255,5.0,8.0
Red,7.62,10.16,1,-1,0,-22.8333,0.0667,28.0,50.8333,0.476,0.487,1.4,1.3333,0.4,0.34,0.8,0.8333,-9,-2,3,4,2,2,Orthodox,Southpaw,-215.0,195.0,135,135,2.0,
Red,0.0,-2.54,-5,-1,2,-10.7939,0.0,20.2727,31.0667,0.431,0.583,1.0,1.0,0.231,0.431,0.9091,1.2,-11,0,8,10,3,5,Orthodox,Orthodox,-125.0,115.0,170,170,,
Blue,-12.7,-20.32,-1,0,-2,-24.8571,0.8571,19.1429,44.0,0.537,0.57,2.8571,2.0,0.546,0.66,0.5714,0.0,16,-1,4,0,3,1,Orthodox,Orthodox,-475.0,420.0,185,170,,
Blue,0.0,5.08,2,0,1,14.8036,-1.0357,29.875,15.0714,0.361,0.42,0.25,1.2857,0.25,0.409,0.0,1.7143,-6,1,4,9,4,5,Orthodox,Southpaw,-245.0,225.0,155,145,,
Blue,7.62,5.08,12,-1,1,-11.6,-0.4,27.4,39.0,0.398,0.326,1.2,1.6,0.3,0.274,0.6,0.2,2,1,4,3,1,2,Orthodox,Orthodox,290.0,-320.0,135,135,5.0,3.0
Red,5.08,-12.7,4,-1,-2,49.6,0.0,70.6,21.0,0.366,0.6,0.0,0.0,0.0,0.0,0.0,0.0,11,0,3,1,2,0,Southpaw,Orthodox,-245.0,225.0,155,155,,
Blue,12.7,0.0,11,-1,2,7.2,-2.0,46.0,38.8,0.482,0.592,0.6,2.6,0.148,0.484,1.4,0.0,0,0,4,2,1,3,Orthodox,Orthodox,-210.0,190.0,145,145,,
Red,0.0,2.54,-2,-1,-1,-7.2,-0.2,13.8,21.0,0.53,0.47,0.8,1.0,0.398,0.438,0.8,0.5,-1,-1,3,3,2,1,Orthodox,Orthodox,-178.0,167.0,145,145,,
Red,20.32,17.78,3,0,0,11.9712,-1.3654,30.8462,18.875,0.31,0.405,0.3846,1.75,0.188,0.219,1.6154,0.5,9,-1,8,3,5,5,Orthodox,Orthodox,-140.0,130.0,135,145,,
Blue,0.0,15.24,2,0,0,28.0,-1.0,47.0,19.0,0.55,0.7,0.0,1.0,0.0,1.0,0.0,0.0,2,0,1,1,0,0,Orthodox,Southpaw,350.0,-440.0,205,205,,
Blue,10.16,2.54,-1,0,2,-26.2,-3.0,,26.2,,0.384,,3.0,,0.48,,0.8,-10,-1,0,3,0,2,Orthodox,Orthodox,-190.0,175.0,155,155,,
Red,0.0,5.08,0,-1,0,-21.3333,0.4167,36.6667,58.0,0.46,0.41,1.6667,1.25,0.5,0.138,1.3333,0.25,-9,-4,3,4,0,0,Orthodox,Orthodox,-875.0,685.0,145,145,0.0,5.0
Blue,2.54,12.7,7,0,1,6.6032,1.2937,39.8889,33.2857,0.464,0.571,2.2222,0.9286,0.457,0.404,0.6667,0.5714,-12,-4,7,11,2,3,Southpaw,Orthodox,-325.0,295.0,185,205,1.0,7.0
Red,2.54,-5.08,-1,-1,0,-42.0,0.0,,42.0,,0.37,,0.0,,0.0,,0.0,-3,-1,0,1,0,0,Southpaw,Orthodox,-460.0,410.0,185,205,,
Red,0.0,-12.7,0,1,2,40.125,-1.875,60.5,20.375,0.525,0.343,0.0,1.875,0.0,0.345,0.0,1.25,-15,-1,1,5,1,3,Orthodox,Orthodox,-160.0,150.0,185,185,,
Red,5.08,-5.18,-8,-2,1,-69.6667,0.0,,69.6667,,0.413,,0.0,,0.0,,0.0,-7,0,0,2,0,1,Orthodox,Orthodox,-400.0,355.0,135,125,7.0,
Blue,0.0,-10.16,-11,0,-1,-4.2143,0.1429,16.2857,20.5,0.399,0.348,1.1429,1.0,0.193,0.33,0.5714,0.5,2,-1,3,1,4,3,Orthodox,Orthodox,-500.0,435.0,205,205,,
Red,-7.62,-17.78,2,0,-1,7.0,0.0,7.0,,0.58,,0.0,,0.0,,0.0,,1,0,0,0,1,0,Orthodox,Orthodox,-195.0,180.0,145,135,7.0,10.0
Red,7.62,20.32,5,0,1,38.0,2.0,65.0,27.0,0.54,0.435,4.0,2.0,0.8,0.18,0.0,0.5,-3,-1,1,1,0,1,Orthodox,Orthodox,-161.0,151.0,170,170,,
Red,0.0,5.08,-3,0,2,-49.6667,-2.0,3.0,52.6667,0.3,0.4,0.0,2.0,0.0,0.26,0.0,0.0,-8,0,0,0,1,3,Orthodox,Orthodox,-455.0,405.0,125,125,3.0,
Red,0.0,2.54,-4,-2,0,25.25,1.75,43.0,17.75,0.69,0.405,4.0,2.25,0.66,0.295,0.0,1.0,-7,0,0,3,1,1,Orthodox,Orthodox,-1000.0,800.0,135,145,,
Blue,-10.16,-10.16,-4,0,1,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,-1,0,0,0,0,1,Orthodox,Orthodox,-120.0,110.0,205,205,,
Red,5.08,-10.16,-2,0,-1,21.0,3.0,21.0,,0.25,,3.0,,0.33,,0.0,,3,0,0,0,1,0,Orthodox,Orthodox,-192.0,177.0,170,170,,
Red,7.62,0.0,-3,-1,2,-39.0,-3.0,30.0,69.0,0.44,0.481,1.0,4.0,0.5,0.414,0.5,0.0,-23,-3,2,5,0,2,Orthodox,Orthodox,-420.0,375.0,125,125,0.0,4.0
Red,-7.62,-12.7,-4,-2,-1,-20.0333,-0.7,24.3,44.3333,0.446,0.523,1.8,2.5,0.481,0.51,0.3,0.6667,9,0,8,5,2,1,Orthodox,Orthodox,-230.0,210.0,170,170,3.0,4.0
Red,2.54,2.54,-3,-1,2,61.75,2.375,83.0,21.25,0.47,0.434,4.0,1.625,0.8,0.563,0.0,0.0,-12,0,0,5,1,3,Southpaw,Orthodox,-345.0,315.0,170,170,9.0,
Red,-12.7,-10.16,8,0,1,-4.0,0.0,,4.0,,0.66,,0.0,,0.0,,1.0,-1,-1,0,0,0,1,Orthodox,Orthodox,-500.0,435.0,125,115,5.0,
Blue,-5.08,-2.54,-3,-1,0,43.0,5.0,50.0,7.0,0.37,0.35,6.0,1.0,0.75,0.265,0.0,1.5,0,-1,1,2,0,0,Southpaw,Orthodox,255.0,-280.0,170,170,,
Red,12.7,10.16,4,-1,1,16.5238,-2.8571,50.6667,34.1429,0.47,0.54,0.0,2.8571,0.0,0.431,0.0,0.1429,-11,0,2,5,1,2,Orthodox,Orthodox,-265.0,245.0,155,170,,
Blue,2.54,-5.08,3,0,-2,-18.0144,-0.3541,19.8947,37.9091,0.414,0.498,0.7368,1.0909,0.329,0.387,0.1053,0.5455,6,-1,11,5,8,6,Orthodox,Orthodox,145.0,-155.0,155,155,,
Blue,-2.54,-2.54,8,0,6,12.8235,1.0392,40.0,27.1765,0.46,0.482,1.3333,0.2941,0.267,0.196,0.0,0.5882,-30,0,2,10,1,7,Southpaw,Switch,165.0,-190.0,155,155,,
Red,5.08,-5.08,0,0,6,-23.4615,-2.0769,,23.4615,,0.531,,2.0769,,0.555,,0.9231,-27,-1,0,7,0,6,Orthodox,Orthodox,-175.0,165.0,205,185,,
Blue,10.16,17.78,3,0,0,0.0,0.0,,,,,,,,,,,0,0,0,0,0,0,Orthodox,Orthodox,170.0,-185.0,135,135,8.0,10.0
Blue,0.0,2.54,1,0,4,-8.5,1.0,27.5,36.0,0.535,0.369,2.0,1.0,0.13,0.284,0.0,0.125,-13,0,1,3,1,5,Southpaw,Southpaw,220.0,-240.0,155,155,,
Blue,2.54,15.24,-6,0,2,-13.75,0.0,2.0,15.75,0.13,0.48,0.0,0.0,0.0,0.0,0.0,1.5,-3,0,0,1,1,3,Orthodox,Orthodox,-220.0,200.0,135,145,,
Blue,0.0,2.54,9,-11,0,-1.4875,2.4125,28.2,29.6875,0.484,0.703,2.6,0.1875,0.856,0.188,0.8,0.375,-25,-11,5,16,0,0,Southpaw,Orthodox,-230.0,210.0,185,185,0.0,1.0
Red,10.16,15.24,8,0,1,-41.8214,-2.3929,17.25,59.0714,0.499,0.409,0.75,3.1429,0.34,0.287,1.125,0.4286,-40,-7,4,9,4,5,Orthodox,Orthodox,-640.0,470.0,145,155,3.0,
Red,12.7,12.7,2,0,0,0.0,0.0,,,,,,,,,,,0,0,0,0,0,0,Orthodox,Orthodox,-155.0,145.0,185,185,,
Red,0.0,5.08,3,0,-1,3.3909,0.1455,32.0909,28.7,0.506,0.433,1.5455,1.4,0.219,0.256,0.4545,0.3,6,0,7,7,4,3,Orthodox,Orthodox,100.0,-110.0,185,185,8.0,10.0
Red,-5.08,0.0,-5,-2,-4,5.5333,-0.5333,39.9333,34.4,0.343,0.47,0.4667,1.0,0.227,0.6,0.2,0.2,23,0,10,4,5,1,Orthodox,Orthodox,-178.0,167.0,145,145,5.0,6.0
Blue,5.08,5.08,5,0,7,-0.2167,-0.5167,26.3333,26.55,0.48,0.455,0.3333,0.85,0.167,0.379,0.0,0.5,-34,0,2,12,1,8,Southpaw,Orthodox,140.0,-150.0,185,170,,
Red,0.0,7.62,0,0,0,-9.0,-4.0,33.0,42.0,0.42,0.42,2.0,6.0,1.0,0.66,0.0,0.0,0,-1,1,1,0,0,Southpaw,Southpaw,-131.0,121.0,155,155,,
Red,5.08,0.0,6,0,3,16.9667,-0.45,30.5,13.5333,0.505,0.544,0.75,1.2,0.5,0.539,0.0,0.6667,-17,-1,1,9,3,6,Orthodox,Orthodox,-155.0,135.0,242,242,,
Red,-7.62,-10.16,-4,0,-3,-10.5,1.6667,27.5,38.0,0.37,0.462,2.3333,0.6667,0.332,0.333,1.5,0.0,2,0,2,5,4,1,Orthodox,Orthodox,-600.0,500.0,155,155,,
Blue,-17.78,-5.08,0,0,2,-25.6667,-0.3333,,25.6667,,0.347,,0.3333,,0.067,,0.8333,-14,0,0,4,0,2,Orthodox,Orthodox,-280.0,250.0,170,170,,
Red,10.16,15.24,-1,-2,1,-2.6364,-1.7273,32.0,34.6364,0.427,0.466,1.0,2.7273,0.387,0.368,2.6667,0.2727,-22,0,1,8,2,3,Orthodox,Orthodox,-660.0,540.0,170,170,,
Red,-2.54,-2.54,-9,0,1,9.8611,-1.5069,38.1111,28.25,0.49,0.369,1.5556,3.0625,0.438,0.418,0.5556,0.0,-20,-1,6,12,3,4,Orthodox,Orthodox,-190.0,175.0,205,185,6.0,3.0
Blue,10.16,20.32,6,-3,2,20.8889,1.4167,39.0,18.1111,0.455,0.416,1.75,0.3333,0.475,0.167,0.0,0.1111,-9,-1,3,6,1,3,Orthodox,Orthodox,-275.0,250.0,263,240,5.0,
Red,-2.54,7.62,-3,0,-4,5.6667,0.7778,23.6667,18.0,0.497,0.825,0.7778,0.0,0.268,0.0,0.1111,0.0,16,0,4,1,5,1,Orthodox,Orthodox,-310.0,280.0,205,205,,
Red,-7.62,-12.7,-7,0,0,0.0,0.0,,,,,,,,,,,0,0,0,0,0,0,Orthodox,Orthodox,-500.0,435.0,125,135,6.0,
Blue,2.54,2.54,5,0,4,21.8333,0.6667,40.3333,18.5,0.5,0.555,0.6667,0.0,0.333,0.0,0.0,0.1,-10,0,2,5,1,5,Orthodox,Southpaw,105.0,-115.0,235,260,,
Red,-7.62,5.08,3,1,3,-30.6,-1.8,15.0,45.6,0.68,0.39,0.0,1.8,0.0,0.154,0.0,0.0,-14,-1,1,2,0,3,Orthodox,Orthodox,190.0,-210.0,170,170,,
Blue,12.7,7.62,2,-1,7,-55.8667,-0.4667,,55.8667,,0.273,,0.4667,,0.155,,0.0667,-41,0,0,8,0,7,Orthodox,Orthodox,-290.0,260.0,155,170,,
Red,-5.08,-5.08,8,-1,0,-35.7333,-0.0667,16.6667,52.4,0.533,0.348,0.3333,0.4,0.333,0.166,0.6667,0.4,-7,0,1,3,2,2,Southpaw,Orthodox,130.0,-140.0,170,170,,
Red,-5.08,-5.08,1,0,-1,7.25,-0.75,33.25,26.0,0.443,0.513,0.25,1.0,0.25,0.2,0.25,1.3333,5,0,2,2,2,1,Orthodox,Orthodox,-136.0,126.0,135,135,,
Red,-2.54,-10.16,-3,0,0,9.25,1.0,20.75,11.5,0.55,0.185,2.5,1.5,0.498,0.185,1.25,0.5,6,0,2,0,2,2,Orthodox,Southpaw,230.0,-250.0,155,155,,
Red,5.08,15.24,9,0,-1,-14.4,-0.3,18.0,32.4,0.5,0.422,0.5,0.8,0.375,0.132,0.5,0.0,-3,0,1,3,3,2,Orthodox,Orthodox,-340.0,310.0,135,135,,
Blue,2.54,0.0,2,1,1,12.9583,-0.5417,35.3333,22.375,0.567,0.389,0.3333,0.875,0.083,0.164,0.0,1.25,-5,-2,4,5,2,3,Orthodox,Orthodox,245.0,-265.0,240,231,8.0,3.0
Blue,2.54,0.0,-12,0,0,0.0,0.0,,,,,,,,,,,0,0,0,0,0,0,Orthodox,Orthodox,140.0,-150.0,170,155,,
Red,-2.54,-2.54,-3,0,5,-27.9,-0.6,,27.9,,0.558,,0.6,,0.35,,0.4,-19,0,0,5,0,5,Orthodox,Orthodox,190.0,-210.0,205,205,,
Red,-10.16,-7.62,-3,0,1,1.75,-0.5,12.0,10.25,0.38,0.63,0.0,0.5,0.0,0.165,3.0,1.0,-3,0,0,2,1,2,Orthodox,Southpaw,-410.0,365.0,170,155,,
Red,2.54,7.62,1,0,1,-38.0,0.0,,38.0,,0.38,,0.0,,0.0,,0.0,-3,0,0,0,0,1,Orthodox,Orthodox,-440.0,390.0,185,185,,
Red,0.0,-5.08,4,-1,0,13.0,0.5,54.0,41.0,0.33,0.47,1.0,0.5,0.08,0.5,0.0,0.5,-2,-1,1,2,0,0,Orthodox,Switch,-330.0,300.0,145,145,,
Red,2.54,0.0,0,-2,-1,-21.75,0.25,17.75,39.5,0.45,0.495,1.0,0.75,0.11,0.093,1.0,0.0,-1,0,2,3,2,1,Orthodox,Orthodox,-430.0,380.0,135,125,6.0,
Blue,2.54,0.0,0,-1,-1,6.0,0.6667,40.0,34.0,0.53,0.425,0.6667,0.0,0.333,0.0,0.0,0.5,3,-1,1,1,2,1,Orthodox,Orthodox,200.0,-220.0,145,135,,
Red,-12.7,-15.24,3,-1,0,-24.0,-2.0,,24.0,,0.43,,2.0,,0.66,,3.0,-2,0,0,1,0,0,Orthodox,Orthodox,-170.0,160.0,185,155,,
Red,0.0,-10.16,1,0,0,-26.5,1.0,4.0,30.5,0.28,0.415,1.0,0.0,1.0,0.0,0.0,0.5,-1,0,0,1,1,1,Orthodox,Orthodox,-155.0,145.0,155,155,,
Red,-2.54,5.08,-2,0,-2,-9.8,-1.0,12.2,22.0,0.392,0.23,1.0,2.0,0.324,0.13,1.2,0.0,8,0,2,0,3,1,Orthodox,Orthodox,115.0,-125.0,185,185,,
Red,2.54,-2.54,1,0,0,0.0,0.0,,,,,,,,,,,0,0,0,0,0,0,Orthodox,Orthodox,-240.0,220.0,185,205,,
Red,7.62,7.62,-3,0,0,-31.5667,-2.7,12.3333,43.9,0.56,0.59,0.0,2.7,0.0,0.478,0.0,0.2,-13,-3,2,9,1,1,Orthodox,Orthodox,-705.0,570.0,240,264,0.0,4.0
Red,-15.24,-12.7,-10,4,0,-22.5,0.5,24.0,46.5,0.45,0.532,0.8,0.3,0.4,0.15,0.2,0.0,-11,-3,4,9,1,1,Orthodox,Orthodox,-475.0,420.0,238,265,1.0,9.0
Red,0.0,-2.54,2,1,-1,-22.3333,-0.8333,37.6667,60.0,0.65,0.507,1.8333,2.6667,0.247,0.667,0.1667,0.6667,6,0,5,3,1,0,Orthodox,Orthodox,-420.0,375.0,205,185,4.0,
Blue,2.54,5.08,5,3,0,17.7333,-1.1833,48.4,30.6667,0.517,0.363,1.4,2.5833,0.336,0.502,0.5,0.75,-12,-2,7,9,3,3,Orthodox,Orthodox,-135.0,125.0,155,155,3.0,6.0
Red,-7.62,-2.54,0,0,2,-44.125,-0.5,,44.125,,0.465,,0.5,,0.135,,0.25,-15,0,0,6,0,2,Orthodox,Orthodox,-270.0,248.0,155,155,5.0,
Red,-7.62,-7.62,9,-2,-1,19.4167,1.4,38.4167,19.0,0.408,0.43,2.5,1.1,0.588,0.254,1.0833,0.8,11,0,8,7,4,3,Orthodox,Southpaw,150.0,-160.0,170,170,,
Red,12.7,7.62,5,0,0,19.0,-2.5,69.5,50.5,0.363,0.463,0.0,2.5,0.0,0.595,0.0,1.25,1,-1,3,3,1,1,Orthodox,Orthodox,-295.0,265.0,155,155,,
Blue,0.0,5.08,3,0,0,68.0,-7.0,83.0,15.0,0.41,0.83,0.0,7.0,0.0,0.43,0.0,1.0,0,0,1,1,0,0,Orthodox,Orthodox,-140.0,130.0,155,185,,
Red,-5.08,0.0,-5,-2,0,29.6667,0.0,57.0,27.3333,0.76,0.463,1.0,1.0,1.0,0.11,2.0,0.3333,-5,0,1,3,0,0,Orthodox,Orthodox,-305.0,275.0,155,155,,
Red,-2.54,-5.08,7,1,1,76.5,0.0,121.0,44.5,0.56,0.535,0.0,0.0,0.0,0.0,1.0,0.0,-1,0,1,1,0,1,Orthodox,Orthodox,-170.0,160.0,170,170,,
Blue,15.24,5.08,1,1,-4,16.4167,-0.0417,36.75,20.3333,0.348,0.277,0.625,0.6667,0.333,0.667,0.125,0.3333,14,0,3,2,5,1,Orthodox,Orthodox,-295.0,265.0,135,135,8.0,
Red,5.08,2.54,-4,0,8,-30.8667,-1.2,,30.8667,,0.436,,1.2,,0.348,,0.5333,-38,0,0,7,0,8,Orthodox,Orthodox,-170.0,160.0,145,145,,
Red,7.62,7.62,8,-1,6,-10.6471,-0.3529,,10.6471,,0.501,,0.3529,,0.162,,0.4706,-27,-5,0,11,0,6,Southpaw,Southpaw,-105.0,-105.0,185,185,2.0,5.0
Red,2.54,10.16,7,4,-2,50.125,0.0,50.125,,0.448,,0.0,,0.0,,0.375,,22,0,6,0,2,0,Orthodox,Orthodox,-600.0,500.0,185,185,,
Red,5.08,0.0,-3,-2,1,32.9,-0.8818,60.9,28.0,0.39,0.376,1.3,2.1818,0.378,0.318,1.2,0.8182,-3,0,7,7,3,4,Southpaw,Southpaw,-210.0,190.0,170,155,10.0,
Red,-2.54,-7.62,3,-1,3,-42.8333,-3.1667,,42.8333,,0.483,,3.1667,,0.378,,1.0,-17,0,0,3,0,3,Orthodox,Orthodox,-300.0,270.0,185,170,,
Blue,0.0,-2.54,0,1,-4,21.3636,-1.2727,40.3636,19.0,0.548,0.43,3.7273,5.0,0.387,0.5,1.4545,0.0,26,0,7,1,4,0,Orthodox,Orthodox,-109.0,-101.0,155,155,,10.0
Red,2.54,2.54,3,0,1,4.0,3.3333,30.0,26.0,0.44,0.63,4.0,0.6667,0.36,0.133,1.0,1.0,-3,0,1,2,0,1,Southpaw,Orthodox,-320.0,290.0,155,155,,
Red,2.54,2.54,0,0,6,20.0556,-2.7222,42.0,21.9444,0.51,0.357,1.0,3.7222,0.16,0.573,0.0,0.8333,-40,0,1,11,1,7,Southpaw,Orthodox,-255.0,235.0,155,155,,
Red,-12.7,-15.24,1,0,5,-13.8889,-1.1111,,13.8889,,0.32,,1.1111,,0.216,,1.3333,-22,0,0,4,0,5,Orthodox,Orthodox,-190.0,175.0,170,170,,
Red,-10.16,-12.7,0,0,2,-30.25,-1.75,,30.25,,0.468,,1.75,,0.5,,1.0,-10,0,0,2,0,2,Southpaw,Orthodox,-525.0,450.0,135,125,,
Red,-5.08,-12.7,-1,0,2,-42.75,-0.5,26.0,68.75,0.36,0.56,0.0,0.5,0.0,0.25,0.0,1.0,-8,0,0,1,1,3,Orthodox,Orthodox,-265.0,245.0,205,205,,
Red,7.62,-2.54,-1,-1,0,-82.5,1.0,4.0,86.5,0.3,0.395,1.0,0.0,1.0,0.0,0.0,0.0,-4,0,0,1,1,1,Orthodox,Orthodox,105.0,-115.0,135,125,8.0,
Red,-5.08,-10.16,-3,0,-1,42.5,1.1667,51.5,9.0,0.488,0.24,1.1667,0.0,0.318,0.0,0.1667,0.0,16,0,4,0,2,1,Orthodox,Southpaw,-165.0,155.0,125,125,,7.0
Red,-5.08,-5.08,-4,0,0,1.0,0.0,13.0,12.0,0.44,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,Southpaw,Orthodox,-315.0,285.0,145,145,,
Red,-7.62,-25.4,-11,-8,-4,-8.3333,1.2652,36.0,44.3333,0.495,0.555,3.1818,1.9167,0.498,0.674,0.1818,0.6667,-2,-3,6,11,5,1,Orthodox,Southpaw,-875.0,685.0,205,205,0.0,
Red,2.54,-5.08,5,0,0,-22.9444,-1.1587,24.5,47.4444,0.411,0.406,0.2857,1.4444,0.189,0.371,0.5714,0.2778,-14,-1,9,13,5,5,Orthodox,Orthodox,-175.0,165.0,185,185,4.0,10.0
Red,10.16,25.4,-1,-1,-3,13.4044,1.0368,33.5294,20.125,0.575,0.418,1.4118,0.375,0.426,0.188,0.1765,0.125,20,-1,11,5,6,3,Orthodox,Orthodox,-235.0,215.0,263,240,6.0,
Red,2.54,0.0,0,0,0,-17.3333,-1.5,17.6667,35.0,0.4,0.486,1.0,2.5,0.33,0.514,0.6667,0.75,-14,1,1,6,2,2,Orthodox,Orthodox,-280.0,255.0,205,205,8.0,
Red,5.08,5.08,1,-1,0,-13.0,-5.0,,13.0,,0.68,,5.0,,0.83,,0.0,-1,0,0,1,0,0,Orthodox,Orthodox,-185.0,170.0,155,155,,
Blue,0.0,10.16,-3,0,0,0.0,0.0,,,,,,,,,,,0,0,0,0,0,0,Orthodox,Southpaw,135.0,-145.0,205,205,,
Red,-2.54,-10.16,9,0,0,0.0,0.0,,,,,,,,,,,0,0,0,0,0,0,Orthodox,Orthodox,-570.0,480.0,135,135,6.0,9.0
Red,5.08,7.62,-2,2,1,34.3333,-0.1667,58.0,23.6667,0.57,0.36,2.5,2.6667,0.83,0.497,0.0,1.0,-3,0,2,2,0,1,Orthodox,Orthodox,100.0,-110.0,135,135,,
Blue,5.08,7.62,8,0,3,-33.275,0.1,6.6,39.875,0.172,0.299,0.6,0.5,0.244,0.145,1.0,0.375,-14,0,2,2,3,6,Orthodox,Switch,-205.0,188.0,145,155,,
Red,0.0,0.0,0,0,1,-45.0,-0.5,,45.0,,0.49,,0.5,,0.123,,1.25,-10,0,0,3,0,1,Orthodox,Orthodox,-115.0,105.0,145,155,,
Red,0.0,7.62,-2,-6,0,-72.6667,-3.5,,72.6667,,0.448,,3.5,,0.615,,1.0,-24,-3,0,6,0,0,Southpaw,Orthodox,-310.0,280.0,170,145,0.0,1.0
Blue,-10.16,-17.78,-1,0,6,-12.6,-0.95,,12.6,,0.516,,0.95,,0.326,,1.0,-30,-5,0,14,0,6,Southpaw,Orthodox,335.0,-375.0,264,235,6.0,3.0
