Winner,HeightDif,ReachDif,AgeDif,WinStreakDif,LossDif,SigStrDif,AvgTDDif,BlueAvgSigStrLanded,RedAvgSigStrLanded,BlueAvgSigStrPct,RedAvgSigStrPct,BlueAvgTDLanded,RedAvgTDLanded,BlueAvgTDPct,RedAvgTDPct,BlueAvgSubAtt,RedAvgSubAtt,TotalRoundDif,TotalTitleBoutDif,BlueWins,RedWins,BlueLosses,RedLosses,RedStance,BlueStance,RedOdds,BlueOdds,RedWeightLbs,BlueWeightLbs,RMatchWCRank,BMatchWCRank
Red,0.0,10.16,-1,1,1,-0.17,2.52,5.52,5.69,0.56,0.52,2.74,0.22,0.41,0.33,0.4,0.0,5,0,2,1,1,0,Orthodox,Orthodox,120.0,-140.0,185,185,,
Blue,15.24,7.62,3,0,0,1.68,-2.09,7.15,5.47,0.46,0.5,0.0,2.09,0.0,0.62,0.4,0.2,2,-1,2,1,1,1,Orthodox,Orthodox,,-210.0,155,155,,
Red,12.7,-2.54,5,-1,0,-1.54,1.81,3.87,5.41,0.57,0.42,1.81,0.0,0.19,0.0,0.0,0.0,-1,0,0,1,0,0,Southpaw,Southpaw,-305.0,240.0,135,135,,
Red,7.62,5.08,-3,1,0,-1.83,-2.64,2.7,4.53,0.48,0.5,0.81,3.45,0.23,0.36,0.2,1.0,6,0,2,1,1,1,Switch,Orthodox,-105.0,-115.0,155,155,,
Blue,5.08,7.62,-5,0,0,1.09,-0.13,4.54,3.45,0.49,0.35,0.41,0.54,0.35,0.22,0.1,0.3,-4,-1,5,8,3,3,Orthodox,Southpaw,245.0,-310.0,135,135,,
Red,2.54,0.0,5,0,-1,0.3,-1.61,2.04,1.74,0.57,0.41,0.0,1.61,0.0,0.35,0.0,1.6,-4,0,0,1,1,2,Orthodox,Orthodox,-425.0,320.0,170,170,,
Blue,0.0,-7.62,-3,0,0,-0.44,-2.35,4.11,4.55,0.46,0.57,1.08,3.43,0.17,0.39,0.2,0.0,0,0,1,1,0,0,Switch,Orthodox,150.0,-170.0,125,125,,
Blue,-5.08,-7.62,1,1,-2,3.31,-0.45,7.18,3.87,0.54,0.53,0.0,0.45,0.0,1.0,0.0,0.9,-6,2,4,5,1,3,Orthodox,Southpaw,185.0,-225.0,205,205,10.0,12.0
Red,-2.54,10.16,5,2,2,-0.57,-0.86,2.65,3.22,0.47,0.52,1.26,2.12,0.4,0.25,0.1,1.9,3,0,3,2,4,2,Southpaw,Orthodox,-335.0,260.0,185,185,,
Red,7.62,10.16,-2,-2,0,-1.19,-1.35,5.36,6.55,0.58,0.5,0.0,1.35,0.0,0.26,0.0,0.5,-4,0,0,2,1,1,Orthodox,Orthodox,-280.0,225.0,265,243,,
Red,2.54,-2.54,-9,0,-15,0.09,-1.53,3.08,2.99,0.33,0.42,0.0,1.53,0.0,0.44,0.0,1.7,-82,0,1,22,0,15,Southpaw,Orthodox,150.0,-170.0,155,155,,
Red,0.0,-7.62,9,0,2,-0.63,-0.81,3.62,4.25,0.49,0.36,0.88,1.69,0.38,0.44,0.2,0.0,4,0,5,3,4,2,Southpaw,Orthodox,-155.0,135.0,170,185,,
Blue,7.62,7.62,-6,0,-4,-0.22,0.45,5.04,5.26,0.48,0.41,0.67,0.22,0.17,0.5,0.5,0.9,-21,0,0,6,1,5,Southpaw,Orthodox,165.0,-195.0,155,145,,
Blue,2.54,10.16,-1,-1,-1,-1.53,0.82,2.2,3.73,0.46,0.51,2.48,1.66,0.42,0.42,0.6,0.3,-13,0,1,4,1,2,Orthodox,Orthodox,-165.0,145.0,135,135,,
Red,-7.62,-5.08,-3,-1,-2,-0.61,-1.74,1.4,2.01,0.45,0.4,0.0,1.74,0.0,0.34,0.0,2.3,-24,0,0,7,1,3,Orthodox,Southpaw,-210.0,175.0,145,145,,
Blue,-5.08,-2.54,1,-1,0,-1.65,-0.17,4.89,6.54,0.53,0.42,0.74,0.91,0.37,0.62,0.5,0.0,0,0,1,1,2,2,Orthodox,Orthodox,-125.0,105.0,115,115,,
Red,2.54,15.24,-5,-1,1,1.43,3.05,5.03,3.6,0.51,0.45,3.87,0.82,0.57,0.3,0.0,0.6,-2,0,0,1,1,0,Orthodox,Orthodox,-240.0,195.0,135,135,,
Red,-12.7,0.0,-5,-1,-1,-1.67,-4.17,3.65,5.32,0.47,0.54,1.07,5.24,0.54,0.5,1.1,0.8,-5,0,1,3,0,1,Switch,Orthodox,-350.0,270.0,145,145,,
Red,-5.08,-5.08,0,0,-1,-1.98,0.58,3.71,5.69,0.46,0.48,2.83,2.25,0.52,0.44,0.0,1.0,-5,0,0,2,1,2,Switch,Switch,-350.0,270.0,135,135,,
Red,-10.16,-17.78,-1,2,2,0.58,0.75,4.58,4.0,0.43,0.48,0.8,0.05,0.38,0.12,0.0,0.1,12,-8,14,10,3,1,Switch,Orthodox,-310.0,245.0,185,185,0.0,1.0
Blue,-2.54,-10.16,-9,3,-3,1.29,-0.57,3.77,2.48,0.46,0.5,0.0,0.57,0.0,0.26,0.0,0.0,-35,-2,7,17,3,6,Orthodox,Southpaw,-165.0,145.0,260,264,3.0,11.0
Red,5.08,0.0,1,4,1,-0.98,2.72,3.51,4.49,0.47,0.5,3.14,0.42,0.33,0.46,0.6,0.0,19,-1,17,7,6,5,Switch,Southpaw,-160.0,140.0,185,185,3.0,4.0
Blue,5.08,0.0,3,0,1,0.05,0.83,4.38,4.33,0.48,0.41,1.89,1.06,0.45,0.31,0.6,0.1,6,0,7,5,4,3,Orthodox,Orthodox,130.0,-150.0,145,155,,
Red,0.0,2.54,-9,-1,-6,-0.28,-0.95,6.15,6.43,0.44,0.53,0.28,1.23,0.2,0.39,0.0,0.3,-39,0,5,13,3,9,Orthodox,Southpaw,-155.0,135.0,155,155,,
Red,2.54,7.62,-14,-2,-16,1.14,-0.19,4.96,3.82,0.44,0.45,0.18,0.37,0.5,0.35,0.0,0.2,-83,-5,2,23,2,18,Orthodox,Orthodox,-145.0,-160.0,240,265,,
Blue,-2.54,0.0,-15,3,-9,4.54,0.1,7.89,3.35,0.52,0.3,1.45,1.35,0.34,0.23,0.7,0.1,-31,-2,3,4,0,9,Orthodox,Orthodox,270.0,-350.0,125,125,12.0,15.0
Red,0.0,-2.54,7,0,0,-0.8,-1.95,4.92,5.72,0.39,0.45,0.46,2.41,0.5,0.46,0.0,0.5,-9,0,0,4,1,1,Orthodox,Orthodox,-435.0,330.0,135,145,,
Red,-7.62,-7.62,-4,0,2,-6.06,-0.95,1.35,7.41,0.4,0.59,0.0,0.95,0.0,0.75,0.0,0.3,1,0,0,1,3,1,Orthodox,Southpaw,-265.0,215.0,205,205,,
Blue,-5.08,-5.08,4,1,-1,-1.55,6.03,2.78,4.33,0.56,0.48,6.75,0.72,0.77,0.42,0.2,0.5,2,0,2,1,0,1,Orthodox,Switch,260.0,-335.0,135,135,,
Blue,-10.16,-7.62,-4,0,1,-0.43,4.95,3.86,4.29,0.56,0.46,6.62,1.67,0.42,0.75,0.4,0.3,3,0,1,1,1,0,Orthodox,Orthodox,-110.0,-110.0,185,185,,
Red,-2.54,-2.54,-4,0,-3,-0.53,3.08,3.01,3.54,0.43,0.38,3.63,0.55,0.31,0.42,0.0,0.2,-18,0,1,5,1,4,Orthodox,Orthodox,175.0,-210.0,135,135,,
Red,5.08,5.08,-2,-1,0,0.71,-3.08,3.12,2.41,0.55,0.43,0.0,3.08,0.0,0.44,0.0,0.8,-2,0,0,1,0,0,Switch,Switch,-240.0,,170,170,,
Blue,12.7,12.7,4,-2,1,0.64,-1.57,3.26,2.62,0.52,0.56,0.21,1.78,0.16,0.4,0.0,0.4,-6,0,1,5,2,1,Orthodox,Orthodox,140.0,-160.0,205,205,,
Blue,0.0,-2.54,-3,4,-1,0.92,-0.75,6.01,5.09,0.42,0.44,0.78,1.53,0.64,0.3,0.2,0.4,9,2,11,9,3,4,Orthodox,Orthodox,200.0,-250.0,185,185,6.0,7.0
Blue,2.54,10.16,-5,2,-1,-2.96,2.68,1.93,4.89,0.45,0.53,4.16,1.48,0.45,0.56,0.2,0.0,-2,0,2,3,0,1,Southpaw,Southpaw,-190.0,160.0,170,185,,
Red,-2.54,-2.54,7,0,0,-0.94,0.48,3.18,4.12,0.49,0.61,1.97,1.49,0.29,0.29,0.8,1.8,-1,0,2,2,0,0,Orthodox,Orthodox,-280.0,225.0,170,170,,
Blue,0.0,0.0,-9,0,-9,0.7,1.68,3.98,3.28,0.53,0.44,1.74,0.06,0.47,0.14,1.4,0.1,-34,0,6,10,2,11,Southpaw,Orthodox,300.0,-400.0,185,185,,
Blue,2.54,5.08,0,1,0,1.48,-1.92,4.52,3.04,0.51,0.53,1.12,3.04,0.28,0.71,0.6,1.2,2,0,1,0,0,0,Switch,Orthodox,-135.0,100.0,185,170,,
Red,-7.62,-10.16,-1,1,-1,-1.42,-0.27,4.76,6.18,0.4,0.48,1.42,1.69,0.26,0.48,0.7,0.8,-2,0,3,5,4,5,Southpaw,Orthodox,-310.0,245.0,145,145,,
Blue,-2.54,12.7,3,-1,0,1.39,0.77,4.67,3.28,0.5,0.47,1.79,1.02,0.35,0.2,0.1,0.0,-7,0,2,4,1,1,Orthodox,Switch,,,135,135,,
Red,7.62,-5.08,0,1,-1,-1.82,0.36,3.63,5.45,0.53,0.5,0.36,0.0,0.66,0.0,0.5,0.0,-8,1,3,5,1,2,Orthodox,Orthodox,,,145,145,,
Red,-5.08,-15.24,-2,1,3,2.03,0.21,6.12,4.09,0.47,0.61,0.21,0.0,0.25,0.0,0.1,0.2,14,0,2,1,3,0,Orthodox,Orthodox,,,170,185,,
Red,2.54,-5.08,-9,0,-4,-2.14,-0.02,2.49,4.63,0.39,0.49,0.93,0.95,0.27,0.44,1.7,0.7,-34,-1,0,9,3,7,Orthodox,Orthodox,,,135,125,,
Red,7.62,-5.08,6,-1,1,-1.02,-2.92,1.44,2.46,0.79,0.64,3.93,6.85,0.28,0.59,0.8,2.6,6,0,2,1,1,0,Orthodox,Orthodox,,,205,205,,
Blue,12.7,25.4,-4,0,-1,1.5,-6.2,3.65,2.15,0.49,0.44,0.7,6.9,0.36,0.48,0.3,0.9,1,0,2,2,1,2,Orthodox,Orthodox,,,170,170,,
Red,-2.54,-5.08,-2,-1,-2,2.09,2.27,4.59,2.5,0.5,0.45,3.99,1.72,0.58,0.35,0.0,1.0,-5,0,0,1,0,2,Switch,Orthodox,,,125,125,,
Red,0.0,-5.08,-4,2,-2,2.75,-0.15,5.08,2.33,0.59,0.41,0.61,0.76,0.21,0.62,0.5,0.3,0,0,7,11,0,2,Orthodox,Orthodox,135.0,-160.0,250,245,0.0,1.0
Blue,-5.08,-5.08,6,-4,0,-0.71,-0.29,3.09,3.8,0.55,0.43,1.44,1.73,0.42,0.45,1.8,0.5,-4,0,9,7,2,2,Orthodox,Orthodox,-195.0,165.0,125,125,0.0,1.0
Red,-2.54,2.54,-1,-3,-2,-2.07,-1.58,3.02,5.09,0.39,0.54,0.0,1.58,0.0,0.55,0.0,0.6,-16,0,0,4,0,2,Orthodox,Orthodox,-300.0,240.0,170,170,,
Blue,5.08,15.24,-3,1,-2,-0.85,-1.31,3.54,4.39,0.47,0.47,1.03,2.34,0.16,0.39,1.2,0.0,-18,0,3,5,1,3,Orthodox,Orthodox,155.0,-180.0,135,135,,
Red,0.0,-12.7,7,-1,3,-2.2,-0.39,2.97,5.17,0.53,0.48,1.27,1.66,0.55,0.45,0.3,0.0,19,0,5,1,3,0,Orthodox,Orthodox,-110.0,-110.0,170,170,,
Blue,0.0,2.54,0,0,-1,3.29,-1.8,8.67,5.38,0.54,0.51,0.0,1.8,0.0,0.37,0.7,0.4,-16,0,0,5,0,1,Orthodox,Switch,-500.0,380.0,135,135,,
Red,-5.08,-5.08,0,-1,0,3.1,-0.36,10.37,7.27,0.46,0.52,0.0,0.36,0.0,0.2,0.0,0.4,-3,0,0,1,0,0,Switch,Switch,-420.0,330.0,170,155,,
Red,-2.54,7.62,0,1,-2,-1.0,-4.19,2.82,3.82,0.41,0.48,1.21,5.4,0.25,0.41,1.6,0.3,-10,0,1,3,0,2,Orthodox,Orthodox,-260.0,210.0,135,135,,
Red,0.0,2.54,-1,1,-3,0.36,-0.72,4.08,3.72,0.3,0.41,1.54,2.26,0.44,0.36,0.4,0.9,-14,0,1,3,0,3,Orthodox,Orthodox,-200.0,170.0,155,155,,
Blue,-2.54,-15.24,-4,0,1,-0.55,0.58,3.71,4.26,0.42,0.32,0.58,0.0,0.13,0.0,0.8,0.0,5,0,0,0,2,1,Orthodox,Orthodox,125.0,-150.0,115,115,,
Blue,12.7,12.7,10,1,-1,0.22,0.37,3.23,3.01,0.41,0.5,2.2,1.83,0.44,0.22,0.0,0.8,-3,0,1,1,0,1,Orthodox,Orthodox,-190.0,160.0,115,125,,
Red,2.54,5.08,0,7,-2,-0.84,-0.18,3.92,4.76,0.42,0.39,0.21,0.39,0.33,0.29,0.2,0.1,-6,0,7,6,1,3,Orthodox,Orthodox,185.0,-225.0,145,145,5.0,8.0
Red,2.54,0.0,-1,0,2,0.24,-0.62,6.04,5.8,0.45,0.44,0.09,0.71,0.5,0.33,0.0,0.6,4,0,3,4,7,5,Orthodox,Orthodox,-140.0,120.0,230,250,,
Red,-10.16,-2.54,0,0,0,-1.7,2.43,2.63,4.33,0.52,0.36,2.9,0.47,0.6,0.6,1.0,1.1,6,-1,3,2,2,2,Southpaw,Orthodox,-155.0,135.0,125,125,5.0,7.0
Red,-12.7,-10.16,0,-1,-1,-0.23,0.11,4.35,4.58,0.38,0.34,0.42,0.31,0.27,0.15,0.1,0.3,-16,0,4,9,3,4,Orthodox,Orthodox,-210.0,175.0,125,125,,4.0
Blue,2.54,-10.16,3,1,-1,2.63,-2.4,5.4,2.77,0.53,0.38,0.0,2.4,0.0,0.33,0.0,0.0,-1,0,1,0,0,1,Orthodox,Orthodox,185.0,-225.0,155,155,,
Red,-10.16,-2.54,-6,1,-3,-2.53,2.08,3.35,5.88,0.51,0.51,3.11,1.03,0.76,0.5,0.6,0.1,-9,0,1,1,0,3,Switch,Orthodox,135.0,-155.0,145,145,,
Red,5.08,0.0,-7,0,-4,0.23,0.23,2.88,2.65,0.53,0.47,1.49,1.26,0.4,0.4,0.8,0.1,-11,0,1,2,0,4,Orthodox,Orthodox,125.0,-145.0,185,185,,
Red,-2.54,-7.62,-8,0,-8,-2.86,-0.23,1.74,4.6,0.41,0.37,1.61,1.84,0.35,0.25,1.6,0.4,-47,-1,1,9,1,9,Orthodox,Orthodox,105.0,-125.0,170,170,,
Red,12.7,17.78,-1,-1,-4,-0.66,-1.2,2.65,3.31,0.34,0.41,0.48,1.68,0.05,0.41,0.5,0.7,-21,0,0,7,1,5,Switch,Orthodox,-380.0,290.0,135,135,,
Red,0.0,-7.62,4,-1,4,-0.29,-1.74,3.08,3.37,0.36,0.44,1.67,3.41,0.35,0.57,1.0,1.3,20,0,5,2,6,2,Switch,Switch,-220.0,180.0,145,145,,
Red,0.0,-7.62,-4,4,-6,3.57,-0.57,6.05,2.48,0.5,0.5,0.0,0.57,0.0,0.26,0.0,0.0,-46,-2,4,16,0,6,Orthodox,Orthodox,120.0,-140.0,260,205,3.0,7.0
Blue,-2.54,-7.62,-5,5,-2,0.28,2.02,4.39,4.11,0.43,0.46,2.28,0.26,0.39,0.41,0.2,0.0,-12,-1,10,11,3,5,Orthodox,Orthodox,-235.0,190.0,170,170,5.0,10.0
Red,-2.54,-2.54,2,-4,9,2.22,-0.1,5.38,3.16,0.49,0.54,0.8,0.9,0.33,0.63,0.1,0.8,43,-1,8,4,10,1,Southpaw,Orthodox,-290.0,230.0,115,115,11.0,12.0
Blue,2.54,7.62,-10,3,-5,-0.23,3.55,2.99,3.22,0.43,0.42,5.2,1.65,0.44,0.39,0.3,0.2,-32,0,7,14,2,7,Orthodox,Orthodox,235.0,-300.0,135,135,12.0,
Blue,2.54,-10.16,-5,2,-3,-1.81,4.29,3.23,5.04,0.5,0.39,5.25,0.96,0.35,0.3,0.1,0.6,-20,0,2,8,1,4,Orthodox,Southpaw,200.0,-250.0,155,155,12.0,
Red,5.08,2.54,-1,2,-3,-1.23,1.81,3.44,4.67,0.38,0.5,2.85,1.04,0.35,0.5,1.1,0.4,-11,0,16,17,8,11,Orthodox,Orthodox,-160.0,140.0,145,145,,
Blue,2.54,5.08,4,2,4,-0.33,-0.28,3.18,3.51,0.45,0.44,2.17,2.45,0.38,0.41,1.6,1.0,19,0,8,1,6,2,Orthodox,Southpaw,190.0,-235.0,185,185,,
Red,5.08,2.54,4,0,-1,-0.55,0.0,3.54,4.09,0.52,0.54,0.0,0.0,0.0,0.0,2.0,0.0,-6,0,0,1,2,3,Southpaw,Orthodox,-320.0,250.0,264,205,,
Blue,2.54,5.08,-11,0,-4,-0.52,-0.43,3.78,4.3,0.49,0.43,1.47,1.9,0.28,0.44,0.5,0.3,-23,0,1,5,0,4,Orthodox,Orthodox,-165.0,145.0,125,135,,
Red,-2.54,15.24,7,0,1,-1.2,0.01,4.28,5.48,0.4,0.48,0.36,0.35,0.75,0.23,0.1,0.5,6,0,4,2,4,3,Switch,Southpaw,-235.0,190.0,145,145,,
Red,10.16,12.7,-3,0,-4,-0.37,1.47,3.77,4.14,0.46,0.52,2.37,0.9,0.38,0.27,0.4,0.7,-27,-1,5,9,1,5,Orthodox,Orthodox,-135.0,115.0,135,135,,
Red,-5.08,-5.08,3,0,-2,1.04,0.33,4.55,3.51,0.48,0.43,0.98,0.65,0.33,0.38,0.2,0.0,-6,0,3,3,1,3,Orthodox,Orthodox,-165.0,145.0,260,265,,
Red,-5.08,-7.62,1,0,1,2.28,-1.83,4.83,2.55,0.41,0.61,0.36,2.19,0.16,0.25,0.7,1.1,3,0,2,2,2,1,Southpaw,Orthodox,-140.0,120.0,155,155,,
Red,-2.54,-5.08,0,-6,-2,1.91,-0.93,5.3,3.39,0.5,0.53,1.24,2.17,0.36,0.4,1.3,2.8,12,1,21,19,6,8,Orthodox,Southpaw,110.0,-130.0,155,155,0.0,1.0
Blue,-5.08,0.0,-1,-11,0,-1.39,-0.79,3.16,4.55,0.47,0.51,1.94,2.73,0.55,0.54,0.8,0.7,-19,-9,6,15,2,2,Orthodox,Orthodox,-1125.0,700.0,135,135,0.0,
Red,2.54,-5.08,4,1,1,-0.23,0.13,4.74,4.97,0.41,0.5,0.59,0.46,0.32,0.44,0.0,0.1,11,0,10,6,3,2,Southpaw,Orthodox,110.0,-130.0,170,170,12.0,14.0
Red,10.16,-10.16,2,-1,2,-1.58,0.42,2.98,4.56,0.4,0.39,1.03,0.61,0.34,0.33,0.0,0.0,7,2,7,5,4,2,Orthodox,Orthodox,125.0,-145.0,125,135,6.0,
Blue,7.62,7.62,1,-1,-1,3.49,-0.3,7.63,4.14,0.61,0.42,0.35,0.65,0.42,0.23,0.3,0.2,1,2,7,4,1,2,Orthodox,Switch,240.0,-305.0,135,135,,
Red,2.54,2.54,-6,-3,1,-0.34,0.08,3.7,4.04,0.45,0.36,0.99,0.91,0.26,0.37,0.3,0.1,9,-1,8,7,3,2,Orthodox,Orthodox,-130.0,110.0,145,145,7.0,9.0
Blue,5.08,7.62,1,1,-3,-1.41,2.31,3.91,5.32,0.33,0.43,2.82,0.51,0.42,0.18,0.1,0.5,19,10,13,9,3,6,Orthodox,Orthodox,-110.0,-110.0,135,135,8.0,9.0
Blue,-2.54,-5.08,-2,3,1,-0.83,-0.23,3.77,4.6,0.46,0.49,0.0,0.23,0.0,0.4,0.0,0.0,-3,0,6,5,3,2,Orthodox,Southpaw,105.0,-125.0,265,264,11.0,
Blue,-5.08,-7.62,2,1,-1,0.02,-1.16,4.12,4.1,0.49,0.56,0.93,2.09,0.27,0.45,0.0,0.4,-1,0,2,2,0,1,Orthodox,Orthodox,245.0,-310.0,205,185,,
Red,0.0,-7.62,3,-4,5,1.44,-2.44,3.41,1.97,0.47,0.5,1.79,4.23,0.26,0.5,0.1,1.2,23,0,6,5,5,0,Southpaw,Southpaw,-200.0,170.0,185,185,,
Blue,2.54,2.54,-2,1,-1,1.88,-0.38,5.47,3.59,0.45,0.45,2.05,2.43,0.33,0.45,1.0,0.3,-4,0,1,2,0,1,Southpaw,Orthodox,-150.0,130.0,125,125,,
Red,-7.62,-2.54,-5,0,2,0.25,2.18,2.63,2.38,0.65,0.5,2.4,0.22,0.72,0.09,2.7,2.2,-2,-1,2,4,3,1,Southpaw,Orthodox,-165.0,145.0,145,145,,
Blue,0.0,-7.62,7,1,-1,-0.98,0.0,5.55,6.53,0.47,0.46,0.0,0.0,0.0,0.0,1.4,0.0,0,0,1,2,1,2,Switch,Switch,-200.0,170.0,135,135,,
Red,5.08,5.08,7,2,-1,0.93,-2.33,3.76,2.83,0.44,0.48,0.15,2.48,0.33,0.42,0.0,1.1,-10,0,2,6,3,4,Orthodox,Orthodox,-350.0,270.0,115,125,,
Blue,-2.54,-2.54,1,-2,3,-1.9,-0.38,3.63,5.53,0.46,0.45,0.51,0.89,0.53,0.35,0.1,0.3,52,15,20,9,6,3,Orthodox,Orthodox,-130.0,110.0,135,135,4.0,
Blue,2.54,0.0,-2,0,1,0.19,-1.48,4.9,4.71,0.51,0.53,0.29,1.77,0.4,0.36,0.0,0.0,-1,0,4,4,1,0,Orthodox,Switch,105.0,-125.0,155,155,12.0,14.0
Blue,5.08,12.7,5,0,-1,3.5,-4.84,7.18,3.68,0.54,0.54,0.0,4.84,0.0,0.57,0.0,2.0,0,2,3,5,1,2,Orthodox,Southpaw,-195.0,165.0,205,205,13.0,14.0
Red,12.7,12.7,2,0,-15,0.18,-2.25,2.82,2.64,0.46,0.33,0.88,3.13,0.25,0.36,0.2,0.6,-72,-1,7,18,1,16,Orthodox,Orthodox,180.0,-220.0,155,155,,
Blue,-10.16,0.0,9,0,-1,1.78,-1.74,5.76,3.98,0.51,0.53,0.0,1.74,0.0,0.47,0.0,1.4,-9,0,2,6,0,1,Orthodox,Orthodox,-365.0,280.0,185,185,,
Red,7.62,5.08,-2,-1,-1,-1.63,0.82,3.33,4.96,0.48,0.41,1.18,0.36,0.32,0.26,1.6,0.4,-16,0,6,9,3,4,Orthodox,Switch,-250.0,200.0,170,170,,
Blue,7.62,-2.54,-4,0,-2,1.44,-1.28,5.54,4.1,0.57,0.44,0.96,2.24,0.12,0.52,0.0,0.8,-4,0,2,2,2,4,Orthodox,Orthodox,155.0,-180.0,185,185,,
Red,-2.54,-5.08,5,0,0,0.8,0.76,5.24,4.44,0.43,0.53,1.3,0.54,0.19,0.33,0.2,0.4,0,0,1,1,2,2,Southpaw,Switch,-320.0,250.0,125,125,,
Red,-2.54,0.0,-4,0,-6,-0.86,1.87,4.49,5.35,0.51,0.48,2.0,0.13,0.3,0.22,0.0,0.3,-31,0,0,6,0,6,Southpaw,Orthodox,-145.0,125.0,185,170,,
Red,2.54,0.0,1,-1,1,-0.51,2.03,4.42,4.93,0.48,0.5,2.28,0.25,0.43,0.33,0.3,0.2,1,0,2,2,2,1,Switch,Orthodox,-190.0,160.0,115,115,,
Blue,-5.08,-7.62,-1,-1,-1,-1.15,1.15,2.62,3.77,0.56,0.54,1.78,0.63,0.4,0.33,0.4,0.2,-2,0,4,6,1,2,Orthodox,Orthodox,-170.0,150.0,205,205,,
Red,-5.08,-10.16,10,-2,2,4.62,-2.96,6.18,1.56,0.57,0.49,0.21,3.17,0.5,0.36,0.0,1.2,4,-1,4,3,3,1,Southpaw,Orthodox,-125.0,105.0,155,155,,
Blue,0.0,5.08,1,0,-3,-0.5,-1.55,4.17,4.67,0.37,0.47,0.14,1.69,0.25,0.35,0.0,1.8,-17,0,2,8,4,7,Orthodox,Orthodox,-165.0,145.0,135,135,,
Red,-5.08,-7.62,5,1,4,-0.42,0.51,2.62,3.04,0.45,0.41,2.02,1.51,0.31,0.44,1.3,0.6,33,6,12,5,6,2,Orthodox,Orthodox,100.0,-120.0,135,135,7.0,8.0
Blue,-7.62,-7.62,-5,4,-5,1.91,-0.06,3.77,1.86,0.53,0.4,3.29,3.35,0.57,0.51,1.2,1.0,-25,-1,4,11,0,5,Southpaw,Orthodox,160.0,-190.0,170,170,6.0,14.0
Blue,0.0,7.62,-7,3,-5,-3.71,0.48,3.39,7.1,0.48,0.51,2.0,1.52,0.76,0.55,1.1,0.3,-16,1,4,7,1,6,Orthodox,Orthodox,320.0,-425.0,125,125,5.0,10.0
Red,7.62,15.24,-3,2,-5,1.42,-0.76,3.13,1.71,0.47,0.38,1.97,2.73,0.5,0.3,0.8,1.8,-34,-1,6,16,2,7,Orthodox,Orthodox,105.0,-125.0,135,135,,
Blue,-2.54,2.54,-8,4,-4,1.74,-1.26,6.51,4.77,0.41,0.42,0.0,1.26,0.0,0.41,0.0,0.2,-13,-1,4,4,0,4,Orthodox,Orthodox,225.0,-280.0,135,135,,
Red,0.0,5.08,-4,1,0,1.72,-1.74,3.74,2.02,0.46,0.59,1.99,3.73,0.44,0.42,0.2,1.9,5,0,3,2,0,0,Orthodox,Orthodox,110.0,-130.0,145,145,,
Red,5.08,2.54,3,1,-2,-0.49,1.42,3.7,4.19,0.52,0.42,5.03,3.61,0.58,0.44,0.5,0.3,-3,0,1,0,0,2,Orthodox,Southpaw,-110.0,-110.0,155,155,,
Blue,2.54,0.0,3,-2,1,0.06,1.05,4.16,4.1,0.48,0.57,2.95,1.9,0.47,0.5,1.0,0.1,-5,0,1,3,2,1,Orthodox,Orthodox,130.0,-150.0,115,115,,
Red,0.0,5.08,-2,0,0,2.12,-3.15,5.31,3.19,0.5,0.5,1.45,4.6,0.46,0.5,0.0,0.8,-1,0,0,0,1,1,Southpaw,Orthodox,-165.0,145.0,125,135,,
Red,2.54,2.54,5,0,3,1.23,-1.97,3.18,1.95,0.61,0.45,1.33,3.3,0.55,0.35,0.0,0.2,7,0,0,0,4,1,Orthodox,Orthodox,230.0,-290.0,145,145,,
Red,7.62,5.08,0,-2,2,0.76,-1.39,4.33,3.57,0.46,0.4,0.85,2.24,0.3,0.33,0.0,0.2,2,0,0,2,2,0,Orthodox,Orthodox,-380.0,290.0,115,115,,
Red,0.0,5.08,0,1,-5,-2.52,0.44,4.65,7.17,0.46,0.48,0.69,0.25,0.27,0.53,0.7,0.3,-46,-6,8,18,1,6,Orthodox,Orthodox,-675.0,475.0,145,145,1.0,3.0
Blue,-7.62,-7.62,-4,0,-2,-0.01,0.72,3.7,3.71,0.57,0.42,1.4,0.68,0.45,0.34,0.5,0.4,-32,0,7,16,6,8,Orthodox,Orthodox,-165.0,145.0,265,253,,
Red,2.54,7.62,-1,1,-3,-0.15,-0.67,3.06,3.21,0.41,0.48,0.51,1.18,0.5,0.18,0.0,0.2,-10,-1,1,2,0,3,Orthodox,Southpaw,-365.0,280.0,145,145,,
Blue,-5.08,7.62,-2,1,0,1.72,-0.36,5.81,4.09,0.39,0.49,0.0,0.36,0.0,0.22,0.0,2.0,-4,0,3,4,1,1,Orthodox,Orthodox,-160.0,140.0,170,170,,
Red,-2.54,7.62,9,0,1,-0.13,-0.2,4.36,4.49,0.36,0.43,0.46,0.66,0.28,0.4,0.3,0.2,0,0,5,6,2,1,Orthodox,Southpaw,-145.0,125.0,135,145,15.0,
Blue,15.24,17.78,2,3,-2,2.0,-1.47,4.39,2.39,0.52,0.4,0.0,1.47,0.0,0.35,1.2,1.3,-15,0,3,5,1,3,Orthodox,Orthodox,-240.0,195.0,155,155,15.0,
Blue,5.08,12.7,-2,1,0,0.3,-0.1,4.71,4.41,0.46,0.38,1.7,1.8,0.55,0.44,0.6,0.8,-6,0,4,6,3,3,Orthodox,Orthodox,-120.0,100.0,115,125,5.0,12.0
